userId,movieId,vote_average
870,tt0800080,6.204
685,tt1250777,7.12
920,tt0343818,6.939
775,tt0477348,7.933
616,tt1318514,7.289
670,tt0240772,7.43
604,tt0167404,7.944
180,tt0211915,7.905
284,tt0086250,8.168
369,tt1392214,8.091
181,tt0120586,8.352
633,tt1457767,7.541
254,tt2582846,7.598
259,tt0332280,7.88
728,tt2024544,7.945
766,tt0062622,8.076
741,tt1637688,6.953
351,tt0103639,7.645
697,tt6966692,8.242
517,tt0398286,7.599
396,tt0162222,7.662
335,tt0120903,6.996
354,tt1690953,6.916
827,tt0441773,7.24
633,tt0418279,6.8
391,tt0083866,7.512
31,tt0936501,7.387
685,tt4881806,6.548
482,tt0118715,7.842
379,tt2103281,7.306
219,tt0097165,8.312
622,tt5311514,8.514
325,tt4123430,6.876
345,tt0095016,7.775
20,tt3110958,6.83
823,tt0099785,7.412
328,tt0234215,7.039
73,tt0351283,6.892
316,tt2980516,7.86
749,tt2872718,7.703
569,tt1905041,6.817
927,tt1483013,6.618
838,tt0315327,6.706
784,tt1205489,7.994
226,tt2820852,7.238
594,tt2293640,6.395
811,tt0381061,7.543
30,tt0119116,7.53
871,tt1010048,7.734
816,tt1453405,7.0
803,tt1219289,7.186
53,tt2379713,6.533
133,tt1659337,7.8
47,tt0457430,7.757
851,tt0113497,7.239
932,tt1630029,7.654
705,tt0363771,7.126
133,tt0144084,7.4
256,tt0458525,6.254
57,tt1411697,6.468
550,tt1515091,7.13
511,tt4630562,6.887
694,tt6146586,7.447
795,tt3731562,6.514
287,tt0099088,7.465
201,tt1409024,6.51
768,tt4046784,6.7
898,tt0093058,8.136
215,tt7713068,7.0
708,tt0073486,8.42
280,tt1232829,6.878
600,tt1276104,6.877
806,tt0114814,8.195
848,tt0443706,7.5
93,tt0356910,6.677
487,tt4649466,6.972
103,tt0073195,7.659
200,tt0477347,6.6
34,tt2908446,6.361
493,tt0268978,7.851
212,tt2948372,8.15
74,tt6139732,7.114
319,tt1160419,7.789
201,tt5027774,8.081
819,tt0290334,7.029
565,tt0110475,6.937
25,tt1935859,6.822
742,tt0332452,7.146
217,tt1022603,7.272
177,tt0112573,7.932
476,tt6105098,7.1
184,tt0796366,7.432
235,tt0097576,7.847
100,tt3480822,7.303
465,tt0054215,8.437
241,tt0101414,7.734
606,tt3402236,6.706
342,tt0120912,6.359
58,tt2737304,6.854
581,tt1229238,7.069
434,tt0232500,6.965
785,tt12361974,8.19
684,tt7097896,6.833
413,tt0180093,8.027
338,tt0454921,7.9
915,tt0242653,6.71
136,tt1979376,7.5
808,tt0438097,6.688
75,tt5034838,7.661
521,tt4520988,7.272
366,tt2527338,6.365
933,tt0758758,7.81
740,tt0117951,8.0
328,tt0376994,6.406
869,tt1430132,6.396
245,tt4846340,8.058
498,tt0448157,6.345
677,tt1646971,7.673
228,tt0120762,7.915
625,tt1706620,6.902
986,tt3794354,7.345
690,tt0116629,6.868
289,tt0405159,7.958
143,tt1485796,7.908
530,tt0448115,7.034
394,tt0120667,5.775
712,tt0090605,7.933
164,tt6723592,7.191
796,tt2584384,8.042
60,tt1136608,7.423
229,tt0347149,8.402
166,tt3170832,8.033
243,tt0104431,6.705
752,tt0382625,6.721
426,tt0258463,7.463
405,tt1259571,6.003
540,tt2953050,7.63
0,tt0217869,7.134
217,tt1408101,7.328
322,tt1877830,7.705
781,tt0120623,6.969
991,tt1293847,6.138
153,tt3228774,8.055
311,tt0087469,7.294
996,tt0409459,7.333
117,tt0107688,7.841
830,tt9376612,7.589
864,tt0437086,7.219
249,tt10886166,7.063
799,tt0831387,6.289
278,tt1673434,6.468
701,tt0253474,8.382
252,tt0387564,7.4
969,tt0120616,6.906
162,tt1596363,7.344
950,tt0413267,6.287
545,tt0208092,7.801
531,tt1723121,6.814
619,tt1324999,6.201
799,tt1325004,6.214
337,tt1535108,6.499
50,tt0121164,7.527
314,tt2381249,7.19
515,tt0455944,7.247
533,tt1504320,7.74
506,tt0087332,7.467
619,tt1951261,6.211
123,tt0117060,6.968
315,tt3846674,7.642
432,tt0837562,7.0
679,tt2126355,6.229
590,tt3450958,7.16
973,tt7349950,6.854
613,tt2798920,6.398
741,tt0181689,7.3
661,tt0790636,7.932
734,tt9419884,7.355
658,tt1055369,6.2
380,tt7975244,6.931
203,tt0377092,7.186
327,tt3778644,6.563
96,tt2184339,6.25
99,tt1340138,5.924
165,tt4925292,7.271
91,tt3397884,7.39
183,tt7126948,6.478
325,tt2316204,6.1
730,tt6823368,6.677
358,tt0364569,8.274
338,tt4126476,7.137
790,tt2194499,7.905
804,tt5164214,6.985
379,tt1570728,7.3
91,tt3065204,7.293
723,tt1895587,7.814
159,tt0365748,7.54
388,tt0060196,8.473
377,tt1024648,7.275
981,tt0119567,6.527
707,tt1399103,6.183
71,tt0407304,6.496
870,tt0092099,7.0
629,tt0945513,7.297
787,tt6334354,7.557
752,tt1080016,6.737
765,tt0114746,7.6
482,tt3040964,6.86
359,tt2709768,6.266
783,tt6264654,7.55
388,tt0050083,8.54
189,tt0367882,5.998
790,tt12801262,7.865
350,tt1219827,6.066
612,tt2109248,5.92
595,tt1596343,7.251
523,tt0433035,6.981
451,tt1502397,7.139
87,tt1745960,8.26
521,tt1469304,6.092
356,tt0401792,7.4
70,tt1454029,8.202
115,tt4912910,7.414
877,tt4477536,6.705
904,tt1735898,5.982
682,tt9032400,6.927
860,tt0078788,8.282
393,tt0088847,7.751
219,tt2294449,6.842
956,tt3470600,7.114
907,tt1823672,6.776
356,tt0319262,6.509
617,tt0462538,6.999
257,tt2543472,8.155
985,tt1632708,6.648
225,tt0414387,8.083
769,tt0147800,7.58
72,tt0486576,5.592
257,tt1179933,6.981
153,tt0100405,7.5
197,tt2094766,5.419
409,tt2381941,6.875
477,tt0120591,6.829
13,tt0830515,6.314
970,tt0097757,7.355
124,tt1365519,6.353
379,tt0360717,6.869
589,tt1259521,6.608
695,tt0116282,7.867
246,tt0093773,7.506
542,tt4465564,6.492
822,tt0107048,7.606
956,tt0070047,7.72
743,tt0362227,7.33
273,tt1490017,7.418
868,tt3799694,7.108
662,tt0119698,8.338
365,tt11286314,7.135
233,tt1320253,6.227
305,tt4550098,7.442
666,tt0446029,7.469
367,tt0096895,7.2
806,tt4500922,7.1
865,tt0075148,7.8
620,tt0440963,7.421
443,tt0163651,6.567
991,tt0096283,8.073
843,tt1216475,6.08
136,tt0359950,7.172
401,tt2120120,5.716
60,tt1667889,6.36
30,tt7349662,7.521
894,tt4779682,6.256
83,tt1542344,7.068
363,tt5848272,7.2
285,tt0450259,7.53
918,tt2239822,6.625
277,tt0372183,7.315
331,tt1950186,8.01
375,tt0814255,6.21
21,tt0327597,7.854
380,tt3076658,7.413
530,tt0425112,7.554
22,tt3799232,7.229
453,tt4160708,7.009
827,tt2637276,6.286
584,tt0289879,7.56
18,tt7784604,7.274
141,tt0029583,7.116
118,tt1605783,7.535
504,tt0119282,7.501
268,tt1800241,6.848
820,tt5442430,6.423
669,tt1133985,5.167
254,tt0322259,6.483
437,tt1700841,5.734
897,tt6857112,6.97
835,tt0970179,7.171
922,tt0077631,7.394
977,tt1077368,6.044
378,tt0892791,6.351
885,tt6718170,7.775
913,tt2345759,5.507
254,tt0467406,7.048
299,tt0335266,7.392
168,tt0349903,6.564
395,tt0317248,8.429
239,tt0319061,7.761
157,tt0343660,6.844
921,tt1013752,6.68
440,tt5700672,7.8
138,tt0298203,7.124
734,tt0170016,6.741
376,tt3263904,7.177
710,tt3874544,6.451
394,tt1661199,6.798
495,tt5433138,7.139
259,tt1371111,6.884
510,tt1104001,6.459
722,tt4975722,7.392
532,tt0829482,7.229
776,tt6806448,6.867
212,tt0481499,6.913
673,tt1979320,7.708
676,tt0163025,6.126
12,tt1964418,6.257
777,tt2004420,6.178
510,tt0493464,6.508
783,tt3469046,6.451
317,tt3531824,7.045
728,tt0113277,7.903
179,tt0914798,7.849
357,tt2231461,6.451
97,tt1060277,6.672
345,tt0360486,7.063
845,tt0389860,6.3
978,tt10648342,6.517
429,tt0449059,7.677
207,tt0206634,7.605
901,tt0790724,6.607
135,tt1282140,6.811
274,tt7653254,7.753
83,tt1568346,7.361
109,tt0209163,6.358
565,tt0388795,7.799
672,tt1535109,7.552
867,tt3682448,7.222
987,tt1078912,6.1
313,tt4263482,6.927
731,tt3915174,8.266
963,tt0167190,6.665
714,tt1291150,5.901
16,tt0479952,6.488
842,tt1302011,6.968
482,tt0814314,7.613
209,tt1617661,5.433
453,tt0808151,6.697
350,tt0175142,6.336
692,tt0803096,6.364
923,tt1068680,6.66
930,tt0473075,6.261
604,tt1428538,6.029
75,tt5884052,6.953
848,tt8228288,6.986
306,tt1591095,6.947
25,tt0325710,7.574
583,tt1001526,6.963
333,tt1764651,6.323
533,tt1245526,6.685
953,tt4566758,6.906
872,tt5109280,7.9
415,tt5109784,7.0
361,tt0042332,7.037
348,tt0120855,7.402
26,tt1028532,8.006
270,tt0084787,8.045
39,tt1623205,5.903
64,tt1446192,7.36
853,tt3410834,6.1
573,tt2660888,6.781
153,tt0463985,6.454
733,tt0405422,6.374
549,tt2302755,6.394
60,tt7888964,8.018
414,tt1981677,7.295
927,tt1815862,5.191
609,tt1302006,7.615
85,tt1397280,6.3
255,tt2361509,7.205
208,tt3741834,8.083
444,tt1650062,6.76
450,tt0162661,7.169
761,tt1436562,6.719
199,tt1041829,7.13
149,tt0317919,6.722
481,tt8772262,7.162
458,tt0117571,7.4
716,tt2935510,6.1
919,tt0120755,6.119
302,tt0094721,7.384
520,tt0120917,7.551
335,tt0289043,7.202
110,tt0181852,6.145
610,tt1655441,7.469
168,tt0217505,7.318
346,tt5814060,5.9
551,tt0120735,8.126
504,tt1253863,6.093
224,tt1606378,5.3
63,tt0314331,7.1
147,tt2975578,6.649
130,tt0327056,7.746
385,tt2567026,6.55
232,tt0795421,6.966
493,tt3553976,7.912
504,tt0438488,6.0
374,tt0103776,6.913
183,tt0469494,8.085
342,tt1289401,5.371
125,tt0119174,7.56
603,tt1192628,6.825
642,tt0213149,6.932
539,tt6565702,5.994
30,tt1245492,6.222
468,tt1499658,6.565
796,tt0307453,6.023
671,tt1638002,7.837
497,tt0918940,5.9
61,tt0499448,6.616
864,tt0230600,7.612
66,tt0047396,8.359
394,tt2397535,7.442
967,tt3062096,6.1
394,tt3235888,6.56
976,tt1649419,7.363
191,tt0878804,7.692
559,tt1636826,6.844
647,tt0800320,5.882
943,tt2406566,6.4
985,tt0496806,6.72
166,tt1638355,7.087
657,tt0368891,6.605
677,tt1959490,5.653
587,tt0119396,7.353
646,tt11866324,7.762
476,tt0087363,7.09
932,tt2386490,7.761
553,tt0095953,7.756
13,tt0055254,7.162
652,tt0061852,7.276
225,tt0120804,6.61
209,tt1650554,6.396
115,tt0119177,7.548
610,tt1588173,6.44
264,tt0112442,6.785
991,tt5164432,8.041
648,tt3322940,5.8
974,tt1959563,6.891
784,tt3371366,6.059
564,tt5308322,6.638
695,tt0212720,7.041
538,tt0298130,6.651
777,tt0146316,5.879
422,tt3281548,7.895
287,tt4777008,7.323
290,tt0320691,6.807
690,tt8332922,7.511
724,tt7146812,7.726
416,tt1536537,7.17
244,tt0338348,6.707
802,tt0829150,6.401
76,tt0092890,7.345
900,tt0083944,7.5
980,tt1628841,5.283
668,tt3079380,6.832
263,tt0275847,7.516
760,tt0166924,7.827
823,tt1598778,6.636
379,tt1277953,6.606
460,tt1502712,4.414
471,tt4701182,6.73
277,tt1037705,6.781
849,tt2140479,7.062
893,tt0107614,7.186
514,tt0099674,7.422
260,tt0109686,6.606
761,tt0117705,6.835
19,tt2321549,6.52
801,tt0112864,7.253
822,tt0111257,7.12
688,tt2873282,6.533
829,tt0942385,6.635
617,tt0397892,6.5
513,tt3464902,7.034
573,tt1375670,6.359
251,tt1907668,6.818
218,tt0125439,7.259
746,tt0120663,7.474
242,tt1155076,6.527
562,tt2404435,6.418
951,tt7846844,7.3
179,tt1210819,6.089
408,tt8936646,7.356
932,tt0485947,7.832
486,tt0212338,6.672
908,tt0810819,7.605
273,tt2382320,7.402
742,tt2692250,6.2
952,tt3741700,6.674
171,tt2304933,5.946
277,tt0259324,5.547
641,tt9114286,7.193
780,tt1489889,6.41
535,tt6443346,7.014
291,tt0120611,6.762
744,tt0408236,7.2
698,tt0844471,6.6
777,tt0043274,7.185
391,tt0032910,7.102
937,tt1748122,7.69
366,tt1731141,6.59
871,tt0118971,7.451
606,tt0293429,7.081
383,tt3631112,6.434
689,tt0338526,6.324
844,tt7069210,7.491
256,tt0116367,7.0
152,tt5580036,7.501
893,tt1645170,6.173
829,tt4034228,7.5
238,tt0286716,5.5
185,tt2316411,6.873
439,tt2704998,6.85
794,tt2788710,6.185
146,tt0386588,6.551
295,tt0337978,6.606
288,tt4196776,6.329
149,tt0139654,7.485
875,tt2446042,6.234
814,tt0110148,7.38
709,tt2510894,6.8
302,tt0489099,6.142
46,tt1194173,6.216
992,tt1972591,6.536
508,tt2267968,6.878
649,tt0092005,7.856
802,tt0109040,6.544
218,tt0114148,6.926
409,tt1092026,6.708
523,tt0454848,7.399
131,tt5519340,6.156
454,tt1051906,7.129
759,tt0071853,7.797
73,tt0099423,6.923
96,tt1564367,6.673
275,tt3606752,6.853
669,tt5140878,6.6
836,tt0089218,7.52
879,tt6472976,8.287
1,tt0052357,8.18
122,tt0100802,7.284
464,tt0112641,8.004
404,tt1182345,7.57
881,tt0034492,7.0
774,tt0401729,6.296
696,tt8041270,6.787
406,tt1583421,5.609
452,tt0096438,7.52
599,tt6710474,7.822
694,tt0265086,7.368
444,tt0870154,7.418
65,tt0980970,6.433
288,tt1560220,6.955
869,tt0887912,7.254
444,tt0094226,7.77
568,tt1798684,7.362
581,tt0332379,7.071
465,tt0119528,6.667
306,tt0286106,6.681
638,tt1979388,6.745
99,tt7991608,6.803
317,tt1440129,5.808
889,tt1234721,5.847
454,tt4682786,7.239
606,tt0317740,6.763
171,tt0032138,7.571
315,tt0057012,8.129
680,tt0944835,6.398
56,tt1386703,6.0
997,tt0129167,7.925
491,tt0099653,7.206
99,tt2209764,6.029
607,tt1243957,6.178
63,tt0461770,6.805
664,tt2848292,6.864
37,tt0361862,7.52
341,tt0195714,6.6
666,tt0369339,7.213
453,tt8367814,7.678
293,tt1517268,7.279
190,tt0103644,6.4
362,tt1464335,7.002
632,tt0780521,7.2
126,tt10362466,7.202
617,tt0472043,7.567
5,tt1231583,6.35
441,tt0033467,8.015
132,tt0983193,6.885
160,tt10838180,6.479
238,tt0116996,6.396
595,tt1922777,6.868
699,tt6343314,7.015
667,tt0112384,7.443
217,tt0328880,7.257
472,tt0046183,7.222
894,tt2024469,6.811
783,tt0077651,7.562
303,tt4481414,8.044
226,tt1213663,6.795
950,tt0399201,6.7
609,tt1707386,7.338
87,tt0118617,7.611
857,tt0443453,6.754
946,tt6791350,8.023
603,tt0765429,7.577
69,tt0102057,6.824
280,tt0034583,8.171
167,tt0172156,6.598
9,tt4094724,6.394
327,tt0338751,7.224
46,tt0448011,6.18
587,tt0293662,6.696
964,tt1213641,7.045
821,tt1706593,6.822
426,tt1403865,7.301
741,tt1148204,7.001
663,tt3622592,6.134
881,tt0048280,7.101
803,tt0087843,8.427
644,tt0095327,8.455
780,tt1854564,6.028
461,tt5083738,7.537
513,tt1065073,7.509
408,tt0119094,7.019
17,tt12593682,7.495
661,tt0432283,7.782
366,tt0432348,6.564
536,tt4052882,6.35
128,tt1211956,6.722
232,tt0974661,6.287
802,tt0053285,6.942
630,tt0411477,6.752
166,tt0112462,5.409
579,tt0465234,6.321
434,tt4555426,7.35
266,tt0337563,6.733
735,tt0366548,6.174
499,tt2034800,6.005
397,tt5362988,7.428
850,tt0409847,5.588
81,tt1025100,6.311
812,tt0287978,5.251
403,tt0758752,7.037
502,tt1028528,6.824
398,tt0339291,6.814
827,tt0117509,6.795
562,tt1634106,6.76
414,tt1179904,5.991
693,tt0328107,7.45
444,tt1343727,6.817
951,tt0065421,7.289
769,tt1648190,5.673
204,tt1351685,5.818
553,tt2554274,6.641
928,tt3766354,6.705
20,tt6450804,6.455
817,tt1210166,7.263
465,tt0780536,7.479
256,tt10366206,7.814
456,tt1197624,7.373
653,tt0963966,6.106
617,tt0243155,6.744
160,tt0884328,6.9
721,tt11083552,7.669
674,tt0103874,7.449
447,tt0118688,4.331
698,tt5758778,6.318
418,tt0840361,7.2
924,tt0087800,7.324
177,tt0116583,7.103
942,tt2333784,6.224
820,tt0119643,7.302
231,tt7959026,6.829
642,tt4116284,7.222
652,tt0457939,7.078
645,tt0033563,6.995
567,tt0129387,6.585
41,tt0247638,6.942
339,tt2381991,6.288
601,tt2719848,6.81
661,tt0093870,7.297
224,tt0252866,6.218
279,tt1817273,6.963
376,tt11564570,7.059
874,tt2557478,6.13
616,tt0443543,7.286
972,tt0258000,6.757
523,tt0389790,6.016
717,tt2005151,6.901
246,tt0120630,6.758
581,tt3393786,5.945
258,tt8097030,7.442
814,tt0091042,7.603
560,tt2283336,5.937
667,tt0373051,6.062
35,tt4276820,7.112
767,tt0119488,7.785
154,tt9243946,6.948
615,tt1981128,6.11
957,tt5104604,7.857
8,tt0290002,6.233
503,tt2334879,6.446
838,tt3300542,6.182
329,tt1284575,5.579
801,tt0822854,7.097
308,tt9362722,8.442
702,tt0978764,6.172
567,tt0120201,7.03
919,tt1411238,6.289
926,tt0118583,6.131
909,tt0120812,7.013
711,tt3567288,6.317
568,tt1464540,6.174
788,tt0398808,7.292
328,tt0453467,6.843
224,tt0185937,6.336
956,tt8106534,6.34
934,tt7984734,7.512
100,tt0058331,7.569
375,tt1502407,6.542
695,tt0475293,6.566
774,tt0230011,6.981
849,tt0187738,6.516
860,tt0123755,6.796
671,tt1046173,5.762
674,tt0212985,6.771
308,tt0478087,6.7
868,tt5886046,6.535
491,tt5022702,6.739
165,tt0822832,7.199
538,tt0429493,6.4
866,tt0278504,6.9
733,tt0887883,6.64
612,tt2066051,7.328
701,tt0892782,6.2
765,tt1571234,6.176
348,tt1538403,6.435
421,tt6294822,6.997
998,tt0112642,6.301
698,tt3829266,5.627
109,tt0399295,7.281
214,tt0955308,6.4
552,tt5727208,7.1
848,tt0385752,6.046
953,tt0112870,8.552
97,tt3640424,6.8
946,tt1528100,5.847
0,tt2278871,7.084
2,tt0257106,5.783
74,tt0380510,7.072
396,tt0166813,7.698
684,tt0120669,7.219
617,tt0435651,6.549
345,tt0117500,7.1
561,tt1288558,6.5
774,tt12412888,7.57
736,tt0203009,7.575
565,tt1860357,6.857
530,tt10431500,8.277
229,tt4857264,8.12
499,tt1666801,6.8
974,tt0358082,6.4
191,tt1939659,6.033
294,tt4287320,5.512
560,tt3717490,6.3
370,tt1385826,6.734
866,tt0396171,7.4
277,tt1291584,7.837
933,tt0265666,7.496
576,tt0093779,7.674
477,tt0100157,7.752
464,tt3416828,6.073
978,tt1067106,6.855
950,tt4438848,5.817
1,tt0093409,7.286
224,tt7144666,7.701
377,tt1790885,6.981
43,tt0238380,7.025
730,tt4901306,7.9
99,tt0101272,7.031
868,tt1013743,6.195
832,tt0327084,6.544
317,tt3532216,6.862
729,tt1605630,6.283
276,tt0120587,6.14
353,tt0952640,5.8
477,tt0120131,6.941
652,tt1152836,6.677
443,tt1860213,5.913
438,tt2582782,7.304
976,tt1980209,6.243
37,tt0859163,5.469
652,tt1590193,6.352
593,tt0816442,7.5
30,tt1478338,6.529
599,tt0196229,6.2
65,tt3861390,6.639
535,tt0091763,7.747
185,tt1618434,6.28
173,tt3774114,7.1
296,tt0267913,6.05
455,tt0164912,6.043
725,tt0134847,6.8
598,tt0396269,6.473
587,tt2180411,5.75
339,tt0080339,7.282
857,tt5220122,6.897
688,tt2229499,6.0
82,tt2369135,6.389
565,tt0119008,7.533
6,tt0117008,7.152
748,tt0163978,6.456
717,tt0118884,7.417
28,tt0187078,6.41
840,tt0070608,7.284
954,tt1355630,7.376
924,tt0964517,7.38
547,tt0335345,7.47
847,tt0089927,7.076
302,tt7737786,7.14
368,tt0112697,7.273
631,tt0489270,6.382
789,tt10954600,6.431
92,tt0450385,6.674
298,tt0221027,7.366
265,tt3967856,7.389
176,tt0370263,5.9
645,tt0079470,7.751
112,tt1038988,7.18
831,tt0079817,7.259
941,tt5606664,7.158
506,tt0325703,5.744
266,tt0105695,7.914
429,tt0120601,7.415
875,tt0095765,8.453
160,tt0318627,6.341
413,tt0091064,7.4
526,tt0413099,5.551
974,tt0094898,6.867
915,tt1397514,6.145
308,tt0097428,6.533
759,tt6856242,6.794
341,tt0989757,6.834
164,tt2234155,6.253
942,tt0064116,8.294
910,tt2191701,6.111
355,tt6467266,7.918
845,tt2226417,6.674
832,tt1091191,7.426
422,tt1563738,7.417
206,tt0107818,7.725
112,tt7798634,7.057
655,tt1646987,5.725
212,tt6499752,7.494
801,tt0079501,6.685
649,tt4513678,7.451
171,tt2023587,6.248
515,tt2080374,6.769
862,tt4651520,6.496
767,tt0289765,7.015
875,tt0384537,6.543
523,tt0463854,6.583
442,tt0054698,7.676
313,tt5433140,7.265
99,tt0824747,7.599
340,tt1809398,7.44
878,tt7040874,6.629
864,tt1956620,5.405
611,tt4501244,6.376
494,tt0081398,8.0
791,tt2170439,6.182
687,tt1189073,7.524
962,tt0295701,5.917
38,tt0038650,8.26
901,tt0348150,5.738
544,tt0160127,5.819
434,tt10954652,6.387
866,tt0783233,7.652
895,tt0086879,8.036
798,tt0075860,7.358
426,tt0099348,7.846
491,tt1878870,7.174
92,tt1386588,6.294
353,tt2446980,6.51
338,tt1390411,6.7
360,tt1057500,7.188
152,tt7556122,7.168
296,tt0357413,6.7
491,tt1267297,5.758
110,tt1272878,6.532
787,tt3289956,6.755
339,tt1911658,6.52
913,tt2404233,5.629
520,tt0106977,7.461
334,tt0080455,7.737
281,tt4123432,6.721
467,tt0259711,6.808
53,tt2463208,7.052
61,tt0133240,7.526
772,tt0087538,7.181
714,tt1321870,6.358
766,tt0190590,7.321
406,tt1606389,7.234
440,tt0432021,6.286
326,tt0120783,7.163
583,tt1411250,6.3
997,tt0328828,6.2
406,tt0281358,7.74
163,tt0368447,6.438
753,tt2557490,6.008
714,tt0876563,7.741
506,tt0112281,6.3
172,tt1496025,6.298
654,tt0416320,7.348
450,tt0320661,6.908
567,tt0058461,7.848
863,tt15398776,8.256
560,tt1517260,6.29
